section,sheet,film_kr,film_en,field,korean,english
국제경쟁 International Competition,IC,내면 등반,Inner Walls,바이오,"12년간 현장 촬영팀으로 일한 후, 34살의 나이에 첫 장편 다큐멘터리 <내면 등반>의 연출을 결심했다. 콩코르디아대학교에서 미술사 및 영화학 전공으로 학위를 취득했다.","After twelve years of working on set as a grip, Alexandra Elkin, 34 years old, decides to direct her first feature-length documentary, Inner Walls. She obtained her degree from Concordia University in 2013 from the Art History and Film Studies program."
국제경쟁 International Competition,IC,내면 등반,Inner Walls,영화정보,Canada | 2025 | 75min | Color | Documentary | Korean Premiere,
산 Mountain,MT,스틸 얼라이브,Still Alive - The Drama on Mount Kenya,작품명,스틸 얼라이브,Still Alive - The Drama on Mount Kenya
산 Mountain,MT,스틸 얼라이브,Still Alive - The Drama on Mount Kenya,프로그램 노트,"메스너의 삶의 새로운 국면을 보여주는 첫 연출작으로, 아프리카를 배경으로 한 극도로 감정적인 이야기다. 산에서 위기에 처한 두 의사의 이야기로, 마지막 순간에 주드마이어 박사를 간신히 구해내고 욀츠 박사는 극한의 한계까지 몰리게 된다.","Still Alive - The Drama on Mount Kenya, talks about his new phase of life and presents his first film: an extremely emotional story set in Africa. Two doctors get into mountain trouble and only at the last moment do they manage to save the doomed Dr. Judmaier. Dr. Oelz is pushed to his limits."
산 Mountain,MT,스틸 얼라이브,Still Alive - The Drama on Mount Kenya,노트 작성자,매니저 우루슬라 엘블링,"Ursula Elbling, Manager"
산 Mountain,MT,스틸 얼라이브,Still Alive - The Drama on Mount Kenya,감독명,"라인홀트 메스너, 한스 피터 스타우버","Reinhold Messner, Hans-peter Stauber"
산 Mountain,MT,스틸 얼라이브,Still Alive - The Drama on Mount Kenya,바이오,"라인홀트 메스너
등반가이자 탐험가, 작가, 영화감독. 해발 8,000미터 고봉 14개를 모두 오른 최초의 산악인이자, 살아있는 전설로 알려져 있다.
한스 피터 스타우버
텔레비전 저널리스트이자 프로듀서로, <루낙리>, <다비드 라마-바위와 얼음의 한계를 넘어>등의 작품이 있다.","Reinhold Messner
A Mountaineer, explorer, writer and filmmaker. He is a living legend and first mountaineer to have climbed all 14 peaks over an altitude of 8,000 meters.
Hans-Peter Stauber
An experienced television journalist and producer of Lunag Li, David Lama – Off Limits On Rock and Ice."
산 Mountain,MT,스틸 얼라이브,Still Alive - The Drama on Mount Kenya,영화정보,Italy | 2016 | 89min | Color | Documentary | Korean Premiere,
산 Mountain,MT,다니구치 케이의 선물,A Gift from Kei Taniguchi,작품명,다니구치 케이의 선물,A Gift from Kei Taniguchi
산 Mountain,MT,다니구치 케이의 선물,A Gift from Kei Taniguchi,프로그램 노트,남성 중심의 세계에서 자신을 잃지 않았던 다니구치 케이에게 바치는 헌사. 이 영화는 그녀의 정신에 영감을 받은 사람들이 모여 그녀가 사랑했던 산에서 그녀의 발자취를 기리는 이야기다.,"A tribute to Taniguchi Kei, a woman who remained true to herself in a male-dominated world. This film gathers those inspired by her spirit to celebrate her legacy on the mountains she loved."
산 Mountain,MT,다니구치 케이의 선물,A Gift from Kei Taniguchi,노트 작성자,감독 오카모토 테츠야,"Tetsuya Okamoto, Director"
산 Mountain,MT,다니구치 케이의 선물,A Gift from Kei Taniguchi,감독명,"토자와 토시코, 오카모토 테츠야","Tozawa Toshiko, Okamoto Tetsuya"
산 Mountain,MT,다니구치 케이의 선물,A Gift from Kei Taniguchi,바이오,"토자와 토시코
예술에 열정을 가지고 로마와 도쿄를 오가며 홍보 영상, 다큐멘터리, 영화 작업을 하고 있다.
오카모토 테츠야
클라이머이자 30년 경력의 다큐멘터리 감독으로 산악 다큐멘터리와 TV 프로그램을 제작해 왔으며, 마운틴고릴라필름스를 이끌고 있다.","Tozawa Toshiko
Passionate about art and divides her time between Rome and Tokyo, working on promotional videos, documentaries, and films.
Okamoto Tetsuya
A climber and documentary director with 30 years of experience producing mountain documentaries and TV programs. He leads Mountain Gorilla Films."
산 Mountain,MT,다니구치 케이의 선물,A Gift from Kei Taniguchi,영화정보,Japan | 2023 | 100min | Color | Documentary | Korean Premiere,
산 Mountain,MT,에베레스트 - 최후의 한 걸음,Mount Everest - The Last Step,작품명,에베레스트 - 최후의 한 걸음,Mount Everest - The Last Step
산 Mountain,MT,에베레스트 - 최후의 한 걸음,Mount Everest - The Last Step,프로그램 노트,"살아 있는 전설 라인홀트 메스너는 이 영화에서 자신의 역사적 등정을 16mm 필름 아카이브 자료와 재연을 통해 사실적으로 고증한다. 정상에 오르는 것뿐 아니라 안전한 하산의 중요성, 전통 등반가로서 자세, 수많은 실패를 통해 배우는 교훈 등, 등반을 넘어 우리 삶에서도 적용할 수 있는 교훈들로 가득한 영화이다.","In this film, the living legend Reinhold Messner authentically corroborates his historic ascent through 16 mm archival footage and reenactments. Beyond summiting, it is filled with lessons applicable to our lives, emphasizing the importance of a safe descent, the attitude of a traditional mountaineer, and the insights gained through numerous failures."
산 Mountain,MT,에베레스트 - 최후의 한 걸음,Mount Everest - The Last Step,노트 작성자,프로그래머 이정진,"Jinna Lee, Programmer"
산 Mountain,MT,에베레스트 - 최후의 한 걸음,Mount Everest - The Last Step,감독명,"라인홀트 메스너, 한스 페터 스타우버","Reinhold Messner, Hans-peter Stauber"
산 Mountain,MT,에베레스트 - 최후의 한 걸음,Mount Everest - The Last Step,바이오,"라인홀트 메스너
등반가이자 탐험가, 작가, 영화감독. 해발 8,000미터 고봉 14개를 모두 오른 최초의 산악인이자, 살아있는 전설로 알려져 있다.
한스 피터 스타우버
텔레비전 저널리스트이자 프로듀서로, <루낙리>, <다비드 라마-바위와 얼음의 한계를 넘어>등의 작품이 있다.","Reinhold Messner
A Mountaineer, explorer, writer and filmmaker. He is a living legend and first mountaineer to have climbed all 14 peaks over an altitude of 8,000 meters.
Hans-Peter Stauber
An experienced television journalist and producer of Lunag Li, David Lama – Off Limits On Rock and Ice."
산 Mountain,MT,에베레스트 - 최후의 한 걸음,Mount Everest - The Last Step,영화정보,"Austria | 2018 | 61min | Color, B&W | Documentary | None Premiere",
산 Mountain,MT,"인간, 다베이 준코",Climbing for Life,작품명,"인간, 다베이 준코",Climbing for Life
산 Mountain,MT,"인간, 다베이 준코",Climbing for Life,프로그램 노트,"일본의 위대한 여성 산악인 중 한 명인 다베이 준코의 실화를 바탕으로 한 영화. 여성 최초로 에베레스트 정상에 오른 순간부터, 말년에 겪은 병마와의 싸움, 시한부 판정을 받았음에도 죽기 직전까지 등반을 계속했던 그녀의 영웅적 삶을 장대한 스케일로 그렸다.","Based on the true story of Tabei Junko, one of Japan's greatest female mountaineers, this film depicts on a grand scale the heroic life of Tabei Junko, from her first ascent of Mount Everest as a woman, her battle with illness in her later years, and her continued climbing until just before her death despite she had give terminal diagnosis."
산 Mountain,MT,"인간, 다베이 준코",Climbing for Life,노트 작성자,배급사 키노 필름스,Kino Films
산 Mountain,MT,"인간, 다베이 준코",Climbing for Life,감독명,사카모토 준지,Sakamoto Junji
산 Mountain,MT,"인간, 다베이 준코",Climbing for Life,바이오,1958년 오사카현 출생. 1989년 감독 데뷔작 <팔꿈치로 치기>로 블루리본상 최우수 작품상을 비롯한 다수의 상을 수상했다. 2000년에는 대표작 <얼굴>로 일본 아카데미 최우수 감독상을 포함한 여러 상을 수상했다. 최신작은 <오키쿠와 세계>다.,"Born in Osaka Prefecture in 1958. In 1989, he made his directorial debut with Knockout which won numerous awards including Blue Ribbon Best Film Award. In 2000, he won the Japanese Academy's Best Director Award and many others for his masterpieces, Face. His most recent film is Okiku and the World."
산 Mountain,MT,"인간, 다베이 준코",Climbing for Life,영화정보,Japan | 2025 | 130min | Color | Fiction | Asian Premiere,
산 Mountain,MT,클리프행어 리마스터드,Cliffhanger,작품명,클리프행어 리마스터드,Cliffhanger
산 Mountain,MT,클리프행어 리마스터드,Cliffhanger,프로그램 노트,"산악 구조 대원이 해야 할 의무 이상의 일을 하라는 부름을 받은 평범한 남자, 게이브에 대한 이야기로서 친구의 여자 친구를 사고에서 구해내지 못했다는 죄책감을 갖고 있는 게이브가 자신이 절실히 원했던 두 번째 기회와 구원을 얻는다.","This is a story about an ordinary man who is called upon to do something above and beyond the call of duty. The man, Gabe Walker who is suffering from the tragic accident, gets that second shot and finds the redemption he so desperately needs."
산 Mountain,MT,클리프행어 리마스터드,Cliffhanger,노트 작성자,주연 및 각본 실베스터 스탤론,"Sylvester Stallone, Cast and Screenplay"
산 Mountain,MT,클리프행어 리마스터드,Cliffhanger,감독명,레니 할린,Renny Harlin
산 Mountain,MT,클리프행어 리마스터드,Cliffhanger,바이오,할리우드 역사상 가장 큰 성공을 거둔 핀란드 출신 영화감독인 레니 할린은 브루스 윌리스 주연의 <다이 하드2>와 실베스터 스탤론 주연의 <클리프행어 리마스터드>로 큰 성공을 거두며 액션 장르 최고의 프로듀서이자 감독으로 주목받 았다.,"Renny Harlin is the most successful Finnish film director in the history of Hollywood. Harlin made Die Hard 2 with Bruce Willis which was commercially successful, with over 239 million dollars worldwide gross. Next he directed Cliffhanger with Sylvester Stallone which made $255 million worldwide and was nominated for 3 Oscar's."
산 Mountain,MT,클리프행어 리마스터드,Cliffhanger,영화정보,USA | 1993 | 113min | Color | Fiction | None Premiere,
산 Mountain,MT,아웃 오브 더 블루,Out of the Blue,작품명,아웃 오브 더 블루,Out of the Blue
산 Mountain,MT,아웃 오브 더 블루,Out of the Blue,프로그램 노트,위험천만한 슬랙라인 도전에 참여한 이들의 생생한 기록. IAMF 대상 수상자 세바스티앙 몬타-로세는 등반가와 예술가들의 합작품을 담아낸다.,"A vivid record of those who take on an extremely dangerous slackline challenge. Sébastien Montaz-Rosset, winner of the IAMF Grand Prize, captures the collaborative work of alpinists and artists."
